Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P62254	UB2G1_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 G1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G1) (E217K) (UBC7) (Ubiquitin carrier protein G1) (Ubiquitin-protein ligase G1) [Cleaved into: Ubiquitin-conjugating enzyme E2 G1, N-terminally processed]	Ube2g1 Ube2g	Mus musculus (Mouse)	170
Q8VDI7	UBAC1_MOUSE	reviewed	Ubiquitin-associated domain-containing protein 1 (UBA domain-containing protein 1) (E3 ubiquitin-protein ligase subunit KPC2) (Kip1 ubiquitination-promoting complex protein 2)	Ubac1 Kpc2 Ubadc1	Mus musculus (Mouse)	409
P61082	UBC12_MOUSE	reviewed	NEDD8-conjugating enzyme Ubc12 (EC 2.3.2.-) (NEDD8 carrier protein) (Ubiquitin-conjugating enzyme E2 M)	Ube2m Ubc-rs2 Ubc12	Mus musculus (Mouse)	183
P68037	UB2L3_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (UbcM4) (Ubiquitin carrier protein L3) (Ubiquitin-protein ligase L3)	Ube2l3 Ubce7	Mus musculus (Mouse)	154
Q7TSS2	UB2Q1_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 Q1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Q1) (Galactosyl transferase-associated protein) (GTAP) (Ubiquitin carrier protein Q1) (Ubiquitin-protein ligase Q1)	Ube2q1 Ube2q	Mus musculus (Mouse)	422
Q9D1C1	UBE2C_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 C (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme C) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme C) (UbcH10) (Ubiquitin carrier protein C) (Ubiquitin-protein ligase C)	Ube2c Ubch10	Mus musculus (Mouse)	179
Q3UE37	UBE2Z_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 Z (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Z) (Uba6-specific E2 conjugating enzyme 1) (Use1) (Ubiquitin carrier protein Z) (Ubiquitin-protein ligase Z)	Ube2z D11Moh35	Mus musculus (Mouse)	356
P61087	UBE2K_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 K (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme K) (Huntingtin-interacting protein 2) (HIP-2) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-25 kDa) (Ubiquitin-conjugating enzyme E2(25K)) (Ubiquitin-conjugating enzyme E2-25K) (Ubiquitin-protein ligase)	Ube2k Hip2	Mus musculus (Mouse)	200
P63072	UBD_MOUSE	reviewed	Ubiquitin D (Diubiquitin) (Ubiquitin-like protein FAT10)	Ubd Fat10	Mus musculus (Mouse)	162
Q80U95	UBE3C_MOUSE	reviewed	Ubiquitin-protein ligase E3C (EC 2.3.2.26) (HECT-type ubiquitin transferase E3C)	Ube3c Kiaa0010 Kiaa10	Mus musculus (Mouse)	1083
E9Q735	UBE4A_MOUSE	reviewed	Ubiquitin conjugation factor E4 A (EC 2.3.2.-)	Ube4a Ufd2b	Mus musculus (Mouse)	1028
Q5I043	UBP28_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 28 (EC 3.4.19.12) (Deubiquitinating enzyme 28) (Ubiquitin thioesterase 28) (Ubiquitin-specific-processing protease 28)	Usp28 Kiaa1515	Mus musculus (Mouse)	1051
Q9JKB1	UCHL3_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCH-L3) (EC 3.4.19.12) (Ubiquitin thioesterase L3)	Uchl3	Mus musculus (Mouse)	230
P58321	UCHL4_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase isozyme L4 (UCH-L4) (EC 3.4.19.12) (Ubiquitin thioesterase L4)	Uchl4	Mus musculus (Mouse)	233
Q5FWH2	UNKL_MOUSE	reviewed	Putative E3 ubiquitin-protein ligase UNKL (EC 2.3.2.-) (RING finger protein unkempt-like)	Unkl	Mus musculus (Mouse)	727
O88196	TTC3_MOUSE	reviewed	E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Mtprd)	Ttc3 Kiaa4119	Mus musculus (Mouse)	1979
Q8BX13	UBE3D_MOUSE	reviewed	E3 ubiquitin-protein ligase E3D (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase E3D) (UbcH10-binding protein with a HECT-like domain) (Ubiquitin-conjugating enzyme E2C-binding protein)	Ube3d H10bh Ube2cbp	Mus musculus (Mouse)	368
Q9CZY3	UB2V1_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 variant 1 (UEV-1) (CROC-1)	Ube2v1 Croc1	Mus musculus (Mouse)	147
Q9CY34	UB2FA_MOUSE	reviewed	NEDD8-conjugating enzyme UBE2F (EC 2.3.2.-) (NEDD8 carrier protein UBE2F) (NEDD8 protein ligase UBE2F) (NEDD8-conjugating enzyme 2) (RING-type E3 NEDD8 transferase UBE2F) (Ubiquitin-conjugating enzyme E2 F)	Ube2f Ube2fa	Mus musculus (Mouse)	185
Q3UWQ3	UB2FB_MOUSE	reviewed	NEDD8-conjugating enzyme UBE2F-B (EC 2.3.2.-) (NEDD8 carrier protein UBE2F-B) (NEDD8 protein ligase UBE2F-B) (RING-type E3 NEDD8 transferase UBE2F-B) (Ubiquitin-conjugating enzyme E2 F-B)	Ube2fb Gm5434	Mus musculus (Mouse)	185
Q9JJZ4	UB2J1_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 J1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J1) (Non-canonical ubiquitin-conjugating enzyme 1) (NCUBE-1)	Ube2j1 Ncube1	Mus musculus (Mouse)	318
Q9QZU9	UB2L6_MOUSE	reviewed	Ubiquitin/ISG15-conjugating enzyme E2 L6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L6) (UbcM8) (Ubiquitin carrier protein L6) (Ubiquitin-protein ligase L6)	Ube2l6 Ubce8	Mus musculus (Mouse)	153
P62257	UBE2H_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 H (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme H) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme H) (UBCH2) (Ubiquitin carrier protein H) (Ubiquitin-conjugating enzyme E2-20K) (Ubiquitin-protein ligase H)	Ube2h	Mus musculus (Mouse)	183
O08759	UBE3A_MOUSE	reviewed	Ubiquitin-protein ligase E3A (EC 2.3.2.26) (HECT-type ubiquitin transferase E3A) (Oncogenic protein-associated protein E6-AP)	Ube3a	Mus musculus (Mouse)	870
P35123	UBP4_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4) (Ubiquitous nuclear protein)	Usp4 Unp	Mus musculus (Mouse)	962
Q6P8X6	UBP50_MOUSE	reviewed	Putative ubiquitin carboxyl-terminal hydrolase 50 (EC 3.4.19.12) (Deubiquitinating enzyme 50) (Ubiquitin thioesterase 50) (Ubiquitin-specific-processing protease 50)	Usp50	Mus musculus (Mouse)	390
Q8BUM9	UBP43_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 43 (EC 3.4.19.12) (Deubiquitinating enzyme 43) (Ubiquitin thioesterase 43) (Ubiquitin-specific-processing protease 43)	Usp43	Mus musculus (Mouse)	1132
Q9ES63	UBP29_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 29 (EC 3.4.19.12) (Deubiquitinating enzyme 29) (Ubiquitin thioesterase 29) (Ubiquitin-specific-processing protease 29)	Usp29	Mus musculus (Mouse)	869
Q6WKZ8	UBR2_MOUSE	reviewed	E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (N-recognin-2) (RING-type E3 ubiquitin transferase UBR2) (Ubiquitin-protein ligase E3-alpha-2) (Ubiquitin-protein ligase E3-alpha-II)	Ubr2 Kiaa0349	Mus musculus (Mouse)	1755
O88623	UBP2_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 2 (EC 3.4.19.12) (41 kDa ubiquitin-specific protease) (Deubiquitinating enzyme 2) (Ubiquitin thioesterase 2) (Ubiquitin-specific-processing protease 2)	Usp2 Ubp41 MNCb-0190	Mus musculus (Mouse)	613
Q3UN04	UBP30_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30)	Usp30	Mus musculus (Mouse)	517
Q3U1V6	UEVLD_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 variant 3 (UEV-3) (EV and lactate/malate dehydrogenase domain-containing protein)	Uevld Attp Uev3	Mus musculus (Mouse)	471
Q7TMI3	UHRF2_MOUSE	reviewed	E3 ubiquitin-protein ligase UHRF2 (EC 2.3.2.27) (NIRF) (Np95-like ring finger protein) (Nuclear protein 97) (Nuclear zinc finger protein Np97) (RING-type E3 ubiquitin transferase UHRF2) (Ubiquitin-like PHD and RING finger domain-containing protein 2) (Ubiquitin-like-containing PHD and RING finger domains protein 2)	Uhrf2 Nirf	Mus musculus (Mouse)	803
G5E8G2	U17PD_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 17-like protein D (EC 3.4.19.12) (Deubiquitinating enzyme 2A)	Usp17ld Dub2a	Mus musculus (Mouse)	545
Q6ZWY6	U2D2B_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 D2B (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme D2B) (Ubiquitin carrier protein D2B) (Ubiquitin-protein ligase D2B)	Ube2d2b	Mus musculus (Mouse)	147
Q9JMA1	UBP14_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 14 (EC 3.4.19.12) (Deubiquitinating enzyme 14) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14)	Usp14	Mus musculus (Mouse)	493
Q9WTV6	UBP18_MOUSE	reviewed	Ubl carboxyl-terminal hydrolase 18 (EC 3.4.19.-) (43 kDa ISG15-specific protease) (ISG15-specific-processing protease) (Ubl thioesterase 18)	Usp18 Ubp43	Mus musculus (Mouse)	368
Q3UJD6	UBP19_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 19 (EC 3.4.19.12) (Deubiquitinating enzyme 19) (Ubiquitin thioesterase 19) (Ubiquitin-specific-processing protease 19)	Usp19 Kiaa0891	Mus musculus (Mouse)	1360
Q99PL6	UBXN6_MOUSE	reviewed	UBX domain-containing protein 6 (UBX domain-containing protein 1)	Ubxn6 Ubxd1 Ubxdc2	Mus musculus (Mouse)	442
Q9QZL6	UBP21_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 21 (EC 3.4.19.12) (Deubiquitinating enzyme 21) (Ubiquitin thioesterase 21) (Ubiquitin-specific-processing protease 21)	Usp21 Usp23	Mus musculus (Mouse)	566
Q8CEG8	UBP27_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 27 (EC 3.4.19.12) (Deubiquitinating enzyme 27) (Ubiquitin thioesterase 27) (Ubiquitin-specific-processing protease 27) (X-linked ubiquitin carboxyl-terminal hydrolase 27)	Usp27 Usp27x	Mus musculus (Mouse)	438
Q9WUP7	UCHL5_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5) (EC 3.4.19.12) (Ubiquitin C-terminal hydrolase UCH37) (Ubiquitin thioesterase L5)	Uchl5 Uch37	Mus musculus (Mouse)	329
Q80TP3	UBR5_MOUSE	reviewed	E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (HECT-type E3 ubiquitin transferase UBR5) (Hyperplastic discs protein homolog)	Ubr5 Edd Edd1 Kiaa0896	Mus musculus (Mouse)	2792
Q8BU04	UBR7_MOUSE	reviewed	Putative E3 ubiquitin-protein ligase UBR7 (EC 2.3.2.27) (N-recognin-7) (RING-type E3 ubiquitin transferase UBR7)	Ubr7	Mus musculus (Mouse)	425
Q8R5K2	UBP33_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 33 (EC 3.4.19.12) (Deubiquitinating enzyme 33) (Ubiquitin thioesterase 33) (Ubiquitin-specific-processing protease 33) (VHL-interacting deubiquitinating enzyme 1)	Usp33 Vdu1	Mus musculus (Mouse)	909
Q6ZQ93	UBP34_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 34 (EC 3.4.19.12) (Deubiquitinating enzyme 34) (Ubiquitin thioesterase 34) (Ubiquitin-specific-processing protease 34)	Usp34 Kiaa0570 Murr2	Mus musculus (Mouse)	3582
Q9CR09	UFC1_MOUSE	reviewed	Ubiquitin-fold modifier-conjugating enzyme 1 (Ufm1-conjugating enzyme 1)	Ufc1	Mus musculus (Mouse)	167
Q8VDF2	UHRF1_MOUSE	reviewed	E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (RING-type E3 ubiquitin transferase UHRF1) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (mUhrf1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)	Uhrf1 Np95	Mus musculus (Mouse)	782
Q9CZP0	UFSP1_MOUSE	reviewed	Ufm1-specific protease 1 (UfSP1) (EC 3.4.22.-)	Ufsp1 D5Ertd655e	Mus musculus (Mouse)	217
P63147	UBE2B_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 B (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme B) (E214K) (RAD6 homolog B) (HR6B) (mHR6B) (Ubiquitin carrier protein B) (Ubiquitin-protein ligase B)	Ube2b Rad6b	Mus musculus (Mouse)	152
Q91W67	UBL7_MOUSE	reviewed	Ubiquitin-like protein 7	Ubl7	Mus musculus (Mouse)	380
P52479	UBP10_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10)	Usp10 Kiaa0190 Ode-1 Uchrp	Mus musculus (Mouse)	792
Q8R5H1	UBP15_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 15 (EC 3.4.19.12) (Deubiquitinating enzyme 15) (Ubiquitin thioesterase 15) (Ubiquitin-specific-processing protease 15)	Usp15 Kiaa0529	Mus musculus (Mouse)	981
Q99MX1	UBP26_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 26 (EC 3.4.19.12) (Deubiquitinating enzyme 26) (Ubiquitin thioesterase 26) (Ubiquitin-specific-processing protease 26)	Usp26	Mus musculus (Mouse)	835
B1AQJ2	UBP36_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 36 (EC 3.4.19.12) (Deubiquitinating enzyme 36) (Ubiquitin thioesterase 36) (Ubiquitin-specific-processing protease 36)	Usp36 Kiaa1453	Mus musculus (Mouse)	1098
Q91W36	UBP3_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 3 (EC 3.4.19.12) (Deubiquitinating enzyme 3) (Ubiquitin thioesterase 3) (Ubiquitin-specific-processing protease 3)	Usp3	Mus musculus (Mouse)	520
Q8BJQ2	UBP1_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 1 (EC 3.4.19.12) (Deubiquitinating enzyme 1) (Ubiquitin thioesterase 1) (Ubiquitin-specific-processing protease 1)	Usp1	Mus musculus (Mouse)	784
B2RQC2	UBP42_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 42 (EC 3.4.19.12) (Deubiquitinating enzyme 42) (Ubiquitin thioesterase 42) (Ubiquitin-specific-processing protease 42)	Usp42	Mus musculus (Mouse)	1324
Q8C6M1	UBP20_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 20 (EC 3.4.19.12) (Deubiquitinating enzyme 20) (Ubiquitin thioesterase 20) (Ubiquitin-specific-processing protease 20) (VHL-interacting deubiquitinating enzyme 2)	Usp20 Kiaa1003 Vdu2	Mus musculus (Mouse)	916
Q8C2S0	UBP44_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 44 (EC 3.4.19.12) (Deubiquitinating enzyme 44) (Ubiquitin thioesterase 44) (Ubiquitin-specific-processing protease 44)	Usp44	Mus musculus (Mouse)	711
Q8K387	UBP45_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 45 (EC 3.4.19.12) (Deubiquitinating enzyme 45) (Ubiquitin thioesterase 45) (Ubiquitin-specific-processing protease 45)	Usp45	Mus musculus (Mouse)	813
P62069	UBP46_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 46 (EC 3.4.19.12) (Deubiquitinating enzyme 46) (Ubiquitin thioesterase 46) (Ubiquitin-specific-processing protease 46)	Usp46	Mus musculus (Mouse)	366
Q8BY87	UBP47_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47)	Usp47	Mus musculus (Mouse)	1376
Q3V0C5	UBP48_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 48 (EC 3.4.19.12) (Deubiquitinating enzyme 48) (Ubiquitin thioesterase 48) (Ubiquitin-specific-processing protease 48)	Usp48 Kiaa4202	Mus musculus (Mouse)	1052
O70481	UBR1_MOUSE	reviewed	E3 ubiquitin-protein ligase UBR1 (EC 2.3.2.27) (N-recognin-1) (RING-type E3 ubiquitin transferase UBR1) (Ubiquitin-protein ligase E3-alpha-1) (Ubiquitin-protein ligase E3-alpha-I)	Ubr1	Mus musculus (Mouse)	1757
Q5U430	UBR3_MOUSE	reviewed	E3 ubiquitin-protein ligase UBR3 (EC 2.3.2.27) (N-recognin-3) (RING-type E3 ubiquitin transferase UBR3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650)	Ubr3 Kiaa2024 Zfp650 Znf650	Mus musculus (Mouse)	1889
A2AN08	UBR4_MOUSE	reviewed	E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Zinc finger UBR1-type protein 1) (p600)	Ubr4 Kiaa0462 Zubr1	Mus musculus (Mouse)	5180
P61961	UFM1_MOUSE	reviewed	Ubiquitin-fold modifier 1	Ufm1	Mus musculus (Mouse)	85
Q61068	U17PA_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 17-like protein A (USP17-A) (EC 3.4.19.12) (Deubiquitinating enzyme 1) (Ubiquitin carboxyl-terminal hydrolase DUB-1) (Ubiquitin thioesterase DUB-1) (Ubiquitin-specific-processing protease DUB-1)	Usp17la Dub-1 Dub1	Mus musculus (Mouse)	526
Q9EPV8	UBL5_MOUSE	reviewed	Ubiquitin-like protein 5	Ubl5	Mus musculus (Mouse)	73
Q80U87	UBP8_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 8 (EC 3.4.19.12) (Deubiquitinating enzyme 8) (Ubiquitin isopeptidase Y) (mUBPy) (Ubiquitin thioesterase 8) (Ubiquitin-specific-processing protease 8)	Usp8 Kiaa0055 Ubpy	Mus musculus (Mouse)	1080
Q80YR4	ZN598_MOUSE	reviewed	E3 ubiquitin-protein ligase ZNF598 (EC 2.3.2.27) (Zinc finger protein 598)	Znf598 Zfp598	Mus musculus (Mouse)	908
Q71FD5	ZNRF2_MOUSE	reviewed	E3 ubiquitin-protein ligase ZNRF2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZNRF2) (Zinc/RING finger protein 2)	Znrf2	Mus musculus (Mouse)	238
Q9D9X6	ZSWM2_MOUSE	reviewed	E3 ubiquitin-protein ligase Zswim2 (EC 2.3.2.27) (MEKK1-related protein X) (MEX) (RING-type E3 ubiquitin transferase Zswim2) (ZZ-type zinc finger-containing protein 2) (Zinc finger SWIM domain-containing protein 2)	Zswim2	Mus musculus (Mouse)	631
Q7M760	ZRAN1_MOUSE	reviewed	Ubiquitin thioesterase Zranb1 (EC 3.4.19.12) (Zinc finger Ran-binding domain-containing protein 1)	Zranb1 Trabid	Mus musculus (Mouse)	708
A2BFL2	ZY11A_MOUSE	reviewed	Protein zyg-11 homolog A	Zyg11a	Mus musculus (Mouse)	627
Q3UFS0	ZY11B_MOUSE	reviewed	Protein zyg-11 homolog B	Zyg11b Kiaa1730	Mus musculus (Mouse)	744
Q9CR50	ZN363_MOUSE	reviewed	RING finger and CHY zinc finger domain-containing protein 1 (EC 2.3.2.27) (Androgen receptor N-terminal-interacting protein) (CH-rich-interacting match with PLAG1) (E3 ubiquitin-protein ligase Pirh2) (RING-type E3 ubiquitin transferase RCHY1) (Zinc finger protein 363)	Rchy1 Arnip Chimp Zfp363 Znf363	Mus musculus (Mouse)	261
Q62511	ZFP91_MOUSE	reviewed	E3 ubiquitin-protein ligase ZFP91 (EC 2.3.2.27) (Penta Zf protein) (RING-type E3 ubiquitin transferase ZFP91) (Zinc finger protein 91 homolog) (Zfp-91) (Zinc finger protein PZF)	Zfp91 Pzf	Mus musculus (Mouse)	572
Q80ZJ6	ZER1_MOUSE	reviewed	Protein zer-1 homolog (Zyg-11 homolog B-like protein)	Zer1 Zyg Zyg11bl	Mus musculus (Mouse)	779
Q8C0P7	ZN451_MOUSE	reviewed	E3 SUMO-protein ligase ZNF451 (EC 2.3.2.-) (E3 SUMO-protein transferase ZNF451) (Zinc finger protein 451)	Znf451 Zfp451	Mus musculus (Mouse)	1056
Q91V17	ZNRF1_MOUSE	reviewed	E3 ubiquitin-protein ligase ZNRF1 (EC 2.3.2.27) (Nerve injury-induced gene 283 protein) (RING-type E3 ubiquitin transferase ZNRF1) (Zinc/RING finger protein 1)	Znrf1 Nin283	Mus musculus (Mouse)	227
Q8K4P8	HECW1_MOUSE	reviewed	E3 ubiquitin-protein ligase HECW1 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECW1) (NEDD4-like E3 ubiquitin-protein ligase 1) (mNEDL1)	Hecw1 Kiaa0322 Nedl1	Mus musculus (Mouse)	1604
Q6I6G8	HECW2_MOUSE	reviewed	E3 ubiquitin-protein ligase HECW2 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECW2) (NEDD4-like E3 ubiquitin-protein ligase 2)	Hecw2 Kiaa1301 Nedl2	Mus musculus (Mouse)	1578
Q3U0D9	HACE1_MOUSE	reviewed	E3 ubiquitin-protein ligase HACE1 (EC 2.3.2.26) (HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase 1) (HECT-type E3 ubiquitin transferase HACE1)	Hace1 Kiaa1320	Mus musculus (Mouse)	909
Q8CDU6	HECD2_MOUSE	reviewed	Probable E3 ubiquitin-protein ligase HECTD2 (EC 2.3.2.26) (HECT domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECTD2)	Hectd2	Mus musculus (Mouse)	774
Q6PAV2	HERC4_MOUSE	reviewed	Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4)	Herc4	Mus musculus (Mouse)	1057
Q9JIY2	HAKAI_MOUSE	reviewed	E3 ubiquitin-protein ligase Hakai (EC 2.3.2.27) (Casitas B-lineage lymphoma-transforming sequence-like protein 1) (c-Cbl-like protein 1) (E-cadherin binding protein E7) (RING-type E3 ubiquitin transferase Hakai)	Cbll1 Hakai	Mus musculus (Mouse)	491
Q69ZR2	HECD1_MOUSE	reviewed	E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (HECT domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECTD1) (Protein open mind)	Hectd1 Kiaa1131 Opm	Mus musculus (Mouse)	2618
Q3U487	HECD3_MOUSE	reviewed	E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3)	Hectd3	Mus musculus (Mouse)	861
Q8BH57	WDR48_MOUSE	reviewed	WD repeat-containing protein 48 (USP1-associated factor 1)	Wdr48 Kiaa1449 Uaf1	Mus musculus (Mouse)	676
Q9D2P4	URM1_MOUSE	reviewed	Ubiquitin-related modifier 1	Urm1	Mus musculus (Mouse)	101
Q8CDG3	VCIP1_MOUSE	reviewed	Deubiquitinating protein VCIP135 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135)	Vcpip1 Vcip135	Mus musculus (Mouse)	1220
O88878	ZFAN5_MOUSE	reviewed	AN1-type zinc finger protein 5 (Zinc finger A20 domain-containing protein 2) (Zinc finger protein 216)	Zfand5 Za20d2 Zfp216 Znf216	Mus musculus (Mouse)	213
Q5SSZ7	ZNRF3_MOUSE	reviewed	E3 ubiquitin-protein ligase ZNRF3 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZNRF3) (Zinc/RING finger protein 3)	Znrf3	Mus musculus (Mouse)	913
G5E8I7	U17LC_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 17-like protein C (EC 3.4.19.12) (Deubiquitinating enzyme 2)	Usp17lc DUB-2 Dub2 Usp17l5	Mus musculus (Mouse)	545
Q60989	XIAP_MOUSE	reviewed	E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP homolog A) (Inhibitor of apoptosis protein 3) (IAP-3) (mIAP-3) (mIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)	Xiap Aipa Api3 Birc4 Miha	Mus musculus (Mouse)	496
O54927	WSB1_MOUSE	reviewed	WD repeat and SOCS box-containing protein 1 (WSB-1)	Wsb1	Mus musculus (Mouse)	421
O54929	WSB2_MOUSE	reviewed	WD repeat and SOCS box-containing protein 2 (WSB-2) (SOCS box-containing WD protein SWiP-2)	Wsb2 Swip2	Mus musculus (Mouse)	404
P40338	VHL_MOUSE	reviewed	von Hippel-Lindau disease tumor suppressor (pVHL)	Vhl Vhlh	Mus musculus (Mouse)	181
Q9D7H2	WDR5B_MOUSE	reviewed	WD repeat-containing protein 5B	Wdr5b	Mus musculus (Mouse)	328
P70398	USP9X_MOUSE	reviewed	Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets homolog) (Fat facets protein-related, X-linked) (Ubiquitin carboxyl-terminal hydrolase FAM) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)	Usp9x Fafl Fam	Mus musculus (Mouse)	2559
Q80ZK9	WDTC1_MOUSE	reviewed	WD and tetratricopeptide repeats protein 1	Wdtc1 Gm695	Mus musculus (Mouse)	677
Q8BZZ3	WWP1_MOUSE	reviewed	NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase WWP1) (WW domain-containing protein 1)	Wwp1	Mus musculus (Mouse)	918
Q9DBH0	WWP2_MOUSE	reviewed	NEDD4-like E3 ubiquitin-protein ligase WWP2 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase WWP2) (WW domain-containing protein 2)	Wwp2	Mus musculus (Mouse)	870
